Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
1729245600000,67802.00000000,67970.33000000,67776.43000000,67874.92000000,921.44904000,1729249199999,62533220.00094250,95980,315.96334000,21443617.81079770,0
1729249200000,67874.92000000,68028.44000000,67674.98000000,67702.00000000,1288.33547000,1729252799999,87425140.18653020,106734,485.48187000,32945885.79527150,0
1729252800000,67702.00000000,67820.66000000,67642.71000000,67662.00000000,574.19737000,1729256399999,38880774.12497710,107445,270.19673000,18296827.89541160,0
1729256400000,67662.00000000,68196.00000000,67656.99000000,68196.00000000,1233.37326000,1729259999999,83791596.08896380,276008,684.44479000,46499963.41071770,0
1729260000000,68195.99000000,68600.00000000,67936.18000000,68426.98000000,4002.87329000,1729263599999,273627531.05109380,537124,2383.24761000,162954409.05067120,0
1729263600000,68426.99000000,68870.68000000,68293.04000000,68735.35000000,3171.49022000,1729267199999,217716241.33774230,372023,1899.09860000,130362437.87448200,0
1729267200000,68735.34000000,68897.99000000,68360.00000000,68787.88000000,1754.84058000,1729270799999,120526090.70009060,303890,878.59938000,60358163.16392690,0
1729270800000,68787.87000000,68908.05000000,68656.53000000,68710.14000000,1032.29321000,1729274399999,71035214.09513910,172192,530.38589000,36502573.93053850,0
1729274400000,68710.13000000,69000.00000000,68560.00000000,68892.42000000,1227.26584000,1729277999999,84471215.14372850,195423,631.86651000,43499807.77023150,0
1729278000000,68892.41000000,68974.00000000,68572.72000000,68608.01000000,1079.87377000,1729281599999,74241491.16943510,142594,421.00249000,28938905.24737530,0
1729281600000,68608.01000000,68690.00000000,68400.00000000,68432.00000000,674.44986000,1729285199999,46229732.09725710,105199,272.02190000,18644183.16599460,0
1729285200000,68431.99000000,68495.45000000,68230.00000000,68412.00000000,381.16213000,1729288799999,26070150.27934680,51245,151.61082000,10371337.69876930,0
1729288800000,68412.00000000,68420.00000000,68204.10000000,68205.60000000,430.32404000,1729292399999,29395088.73595410,85623,194.02086000,13253544.58700770,0
1729292400000,68205.59000000,68470.00000000,68205.59000000,68428.00000000,307.31425000,1729295999999,21009698.52265670,51594,168.65353000,11528765.31433390,0
1729296000000,68427.99000000,68480.00000000,68303.03000000,68334.20000000,310.84184000,1729299599999,21255321.00543590,53986,134.84825000,9221396.85960860,0
1729299600000,68334.21000000,68454.55000000,68330.00000000,68340.02000000,321.83758000,1729303199999,22009631.54483610,58505,169.26705000,11575724.58934560,0
1729303200000,68340.02000000,68469.91000000,68334.00000000,68459.59000000,276.07774000,1729306799999,18884498.73024820,41023,146.49768000,10020399.96734450,0
1729306800000,68459.58000000,68693.26000000,68435.96000000,68450.01000000,467.97911000,1729310399999,32082709.61655830,73983,258.53162000,17724451.57406790,0
1729310400000,68450.00000000,68560.00000000,68334.00000000,68334.01000000,312.97065000,1729313999999,21416398.43544540,49519,111.12962000,7606035.05630570,0
1729314000000,68334.00000000,68432.62000000,68326.00000000,68390.01000000,234.25062000,1729317599999,16019978.36842880,50548,103.41127000,7071947.67517500,0
1729317600000,68390.01000000,68439.00000000,68335.83000000,68335.83000000,234.88358000,1729321199999,16060979.81138940,40282,91.70217000,6269995.74137370,0
1729321200000,68335.84000000,68405.11000000,68302.31000000,68346.54000000,331.56830000,1729324799999,22660258.60536260,41971,159.37284000,10891614.55293490,0
1729324800000,68346.54000000,68475.70000000,68346.54000000,68409.99000000,382.56805000,1729328399999,26166029.06667600,39804,231.21765000,15813691.25652330,0
1729328400000,68410.00000000,68436.44000000,68352.00000000,68352.00000000,271.85228000,1729331999999,18591734.50685710,25620,114.38994000,7822940.83386020,0
1729332000000,68352.00000000,68380.00000000,68242.00000000,68244.00000000,371.42915000,1729335599999,25373445.40970440,42409,167.27301000,11427485.80612360,0
1729335600000,68244.01000000,68297.28000000,68090.30000000,68090.30000000,629.51337000,1729339199999,42914354.74519380,72304,199.14024000,13577896.20698930,0
1729339200000,68090.30000000,68268.32000000,68088.00000000,68222.00000000,260.37486000,1729342799999,17754690.16419750,35519,140.55875000,9584471.54332340,0
1729342800000,68222.00000000,68222.01000000,68114.69000000,68114.70000000,265.42369000,1729346399999,18089120.82211670,50643,117.15709000,7984243.87509270,0
1729346400000,68114.71000000,68350.00000000,68114.70000000,68300.01000000,401.41070000,1729349999999,27396182.24076820,64675,230.59595000,15737000.55925540,0
1729350000000,68300.00000000,68338.00000000,68159.90000000,68226.93000000,419.69957000,1729353599999,28638292.95696220,52839,168.61821000,11505543.71387600,0
1729353600000,68226.94000000,68227.54000000,68041.02000000,68042.00000000,365.85620000,1729357199999,24926456.67509390,68820,129.21399000,8803039.75843900,0
1729357200000,68042.00000000,68142.80000000,68010.00000000,68121.99000000,207.03330000,1729360799999,14097899.60751990,46863,103.23877000,7030347.26407260,0
1729360800000,68121.99000000,68190.06000000,68094.40000000,68179.99000000,187.56654000,1729364399999,12783552.89468120,27529,127.07094000,8660547.48048080,0
1729364400000,68179.99000000,68242.43000000,68154.31000000,68181.98000000,259.13892000,1729367999999,17671007.03025550,27220,113.05598000,7709613.79041580,0
1729368000000,68181.98000000,68277.96000000,68168.45000000,68245.18000000,518.33656000,1729371599999,35370544.77736540,34067,371.33779000,25339904.31286980,0
1729371600000,68245.18000000,68345.41000000,68222.43000000,68222.43000000,423.73528000,1729375199999,28941884.80354970,37632,263.83757000,18021380.51080300,0
1729375200000,68222.43000000,68410.00000000,68203.18000000,68330.00000000,345.97000000,1729378799999,23632167.50984760,66169,166.18749000,11352334.70815240,0
1729378800000,68330.00000000,68413.96000000,68304.00000000,68378.00000000,393.34948000,1729382399999,26891489.63281670,50498,253.54240000,17333057.88125930,0
1729382400000,68377.99000000,68446.00000000,68231.23000000,68231.24000000,440.41304000,1729385999999,30113354.59531890,66304,247.66923000,16938289.84382330,0
1729386000000,68231.24000000,68253.30000000,68155.00000000,68158.00000000,217.11239000,1729389599999,14807710.31742650,45966,105.59111000,7201832.96530020,0
1729389600000,68158.00000000,68220.00000000,68114.43000000,68177.01000000,217.83232000,1729393199999,14848791.53695060,29912,88.12008000,6007248.77387310,0
1729393200000,68177.01000000,68198.00000000,68100.00000000,68188.00000000,179.36249000,1729396799999,12223936.03002010,31163,79.83105000,5440804.13355790,0
1729396800000,68188.01000000,68316.00000000,68184.96000000,68235.99000000,181.24513000,1729400399999,12369325.21128900,28609,98.28817000,6707124.94559980,0
